Question,Response,processed_question,processed_response,question_seq,response_seq,padded_question,padded_response
tomorrow we will have rice and fish for lunch,i cannot wait,"['tomorrow', 'we', 'will', 'have', 'rice', 'and', 'fish', 'for', 'lunch']","['i', 'cannot', 'wait']","[233, 190, 158, 19, 1519, 94, 697, 14, 616]","[6, 102, 103]","[233, 190, 158, 19, 1519, 94, 697, 14, 616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 102, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i am calling the waiter,what is the matter,"['i', 'am', 'calling', 'the', 'waiter']","['what', 'is', 'the', 'matter']","[6, 7, 229, 78, 1520]","[22, 35, 78, 657]","[6, 7, 229, 78, 1520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 35, 78, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what is the matter,this steak has too much fat,"['what', 'is', 'the', 'matter']","['this', 'steak', 'ha', 'too', 'much', 'fat']","[22, 35, 78, 657]","[175, 1521, 269, 101, 163, 846]","[22, 35, 78, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[175, 1521, 269, 101, 163, 846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
this steak has too much fat,what do you want the waiter to do,"['this', 'steak', 'ha', 'too', 'much', 'fat']","['what', 'do', 'you', 'want', 'the', 'waiter', 'to', 'do']","[175, 1521, 269, 101, 163, 846]","[22, 27, 4, 126, 78, 1520, 29, 27]","[175, 1521, 269, 101, 163, 846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 27, 4, 126, 78, 1520, 29, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what do you want the waiter to do,bring me a better steak,"['what', 'do', 'you', 'want', 'the', 'waiter', 'to', 'do']","['bring', 'me', 'a', 'better', 'steak']","[22, 27, 4, 126, 78, 1520, 29, 27]","[1252, 100, 37, 46, 1521]","[22, 27, 4, 126, 78, 1520, 29, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1252, 100, 37, 46, 1521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bring me a better steak,i would not do that,"['bring', 'me', 'a', 'better', 'steak']","['i', 'would', 'not', 'do', 'that']","[1252, 100, 37, 46, 1521]","[6, 82, 53, 27, 58]","[1252, 100, 37, 46, 1521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 82, 53, 27, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i would not do that,why not,"['i', 'would', 'not', 'do', 'that']","['why', 'not']","[6, 82, 53, 27, 58]","[142, 53]","[6, 82, 53, 27, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why not,they will drop the new steak on the floor step on it and then spit on it,"['why', 'not']","['they', 'will', 'drop', 'the', 'new', 'steak', 'on', 'the', 'floor', 'step', 'on', 'it', 'and', 'then', 'spit', 'on', 'it']","[142, 53]","[348, 158, 824, 78, 262, 1521, 200, 78, 814, 1374, 200, 33, 94, 186, 1522, 200, 33]","[142, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[348, 158, 824, 78, 262, 1521, 200, 78, 814, 1374, 200, 33, 94, 186, 1522, 200, 33, 0, 0, 0]"
they will drop the new steak on the floor step on it and then spit on it,you are crazy,"['they', 'will', 'drop', 'the', 'new', 'steak', 'on', 'the', 'floor', 'step', 'on', 'it', 'and', 'then', 'spit', 'on', 'it']","['you', 'are', 'crazy']","[348, 158, 824, 78, 262, 1521, 200, 78, 814, 1374, 200, 33, 94, 186, 1522, 200, 33]","[4, 3, 535]","[348, 158, 824, 78, 262, 1521, 200, 78, 814, 1374, 200, 33, 94, 186, 1522, 200, 33, 0, 0, 0]","[4, 3, 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
you are crazy,then the waiter will give you a big smile as he brings you the new steak,"['you', 'are', 'crazy']","['then', 'the', 'waiter', 'will', 'give', 'you', 'a', 'big', 'smile', 'a', 'he', 'brings', 'you', 'the', 'new', 'steak']","[4, 3, 535]","[186, 78, 1520, 158, 497, 4, 37, 39, 1523, 37, 628, 1524, 4, 78, 262, 1521]","[4, 3, 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 78, 1520, 158, 497, 4, 37, 39, 1523, 37, 628, 1524, 4, 78, 262, 1521, 0, 0, 0, 0]"
then the waiter will give you a big smile as he brings you the new steak,where do you get these crazy ideas,"['then', 'the', 'waiter', 'will', 'give', 'you', 'a', 'big', 'smile', 'a', 'he', 'brings', 'you', 'the', 'new', 'steak']","['where', 'do', 'you', 'get', 'these', 'crazy', 'idea']","[186, 78, 1520, 158, 497, 4, 37, 39, 1523, 37, 628, 1524, 4, 78, 262, 1521]","[67, 27, 4, 108, 346, 535, 340]","[186, 78, 1520, 158, 497, 4, 37, 39, 1523, 37, 628, 1524, 4, 78, 262, 1521, 0, 0, 0, 0]","[67, 27, 4, 108, 346, 535, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
where do you get these crazy ideas,i used to cook in a restaurant,"['where', 'do', 'you', 'get', 'these', 'crazy', 'idea']","['i', 'used', 'to', 'cook', 'in', 'a', 'restaurant']","[67, 27, 4, 108, 346, 535, 340]","[6, 833, 29, 1508, 23, 37, 653]","[67, 27, 4, 108, 346, 535, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 833, 29, 1508, 23, 37, 653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
let us leave,but we just got here,"['let', 'u', 'leave']","['but', 'we', 'just', 'got', 'here']","[239, 240, 636]","[106, 190, 188, 212, 417]","[239, 240, 636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[106, 190, 188, 212, 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
but we just got here,did you see the waiters hands,"['but', 'we', 'just', 'got', 'here']","['did', 'you', 'see', 'the', 'waiter', '##s', 'hand']","[106, 190, 188, 212, 417]","[139, 4, 153, 78, 1520, 64, 1269]","[106, 190, 188, 212, 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[139, 4, 153, 78, 1520, 64, 1269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
did you see the waiters hands,no,"['did', 'you', 'see', 'the', 'waiter', '##s', 'hand']",['no'],"[139, 4, 153, 78, 1520, 64, 1269]",[16],"[139, 4, 153, 78, 1520, 64, 1269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
no,he had dirty fingernails,['no'],"['he', 'had', 'dirty', 'fingernail']",[16],"[628, 244, 716, 1525]","[16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[628, 244, 716, 1525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
he had dirty fingernails,really,"['he', 'had', 'dirty', 'fingernail']",['really'],"[628, 244, 716, 1525]",[38],"[628, 244, 716, 1525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
really,his nails were black,['really'],"['his', 'nail', 'were', 'black']",[38],"[805, 1526, 228, 794]","[38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[805, 1526, 228, 794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
his nails were black,that is disgusting,"['his', 'nail', 'were', 'black']","['that', 'is', 'disgusting']","[805, 1526, 228, 794]","[58, 35, 1527]","[805, 1526, 228, 794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 35, 1527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that is disgusting,and he poured water into our glasses,"['that', 'is', 'disgusting']","['and', 'he', 'poured', 'water', 'into', 'our', 'glass']","[58, 35, 1527]","[94, 628, 1528, 627, 285, 191, 1172]","[58, 35, 1527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 628, 1528, 627, 285, 191, 1172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
and he poured water into our glasses,yuck no water for me,"['and', 'he', 'poured', 'water', 'into', 'our', 'glass']","['yu', '##ck', 'no', 'water', 'for', 'me']","[94, 628, 1528, 627, 285, 191, 1172]","[1529, 1530, 16, 627, 14, 100]","[94, 628, 1528, 627, 285, 191, 1172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1529, 1530, 16, 627, 14, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yuck no water for me,i wonder if the cooks nails are dirty too,"['yu', '##ck', 'no', 'water', 'for', 'me']","['i', 'wonder', 'if', 'the', 'cook', 'nail', 'are', 'dirty', 'too']","[1529, 1530, 16, 627, 14, 100]","[6, 1081, 92, 78, 1508, 1526, 3, 716, 101]","[1529, 1530, 16, 627, 14, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 1081, 92, 78, 1508, 1526, 3, 716, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i wonder if the cooks nails are dirty too,who cares let us get out of here,"['i', 'wonder', 'if', 'the', 'cook', 'nail', 'are', 'dirty', 'too']","['who', 'care', 'let', 'u', 'get', 'out', 'of', 'here']","[6, 1081, 92, 78, 1508, 1526, 3, 716, 101]","[296, 586, 239, 240, 108, 165, 56, 417]","[6, 1081, 92, 78, 1508, 1526, 3, 716, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[296, 586, 239, 240, 108, 165, 56, 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
this hot bread is delicious,i like this restaurant because they give you free bread,"['this', 'hot', 'bread', 'is', 'delicious']","['i', 'like', 'this', 'restaurant', 'because', 'they', 'give', 'you', 'free', 'bread']","[175, 96, 871, 35, 1504]","[6, 32, 175, 653, 151, 348, 497, 4, 462, 871]","[175, 96, 871, 35, 1504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 32, 175, 653, 151, 348, 497, 4, 462, 871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i like this restaurant because they give you free bread,well i think we are paying for it,"['i', 'like', 'this', 'restaurant', 'because', 'they', 'give', 'you', 'free', 'bread']","['well', 'i', 'think', 'we', 'are', 'paying', 'for', 'it']","[6, 32, 175, 653, 151, 348, 497, 4, 462, 871]","[44, 6, 75, 190, 3, 891, 14, 33]","[6, 32, 175, 653, 151, 348, 497, 4, 462, 871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 6, 75, 190, 3, 891, 14, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
well i think we are paying for it,no look at the bill when we get it there is no charge for the bread,"['well', 'i', 'think', 'we', 'are', 'paying', 'for', 'it']","['no', 'look', 'at', 'the', 'bill', 'when', 'we', 'get', 'it', 'there', 'is', 'no', 'charge', 'for', 'the', 'bread']","[44, 6, 75, 190, 3, 891, 14, 33]","[16, 113, 171, 78, 1422, 162, 190, 108, 33, 34, 35, 16, 1531, 14, 78, 871]","[44, 6, 75, 190, 3, 891, 14, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 113, 171, 78, 1422, 162, 190, 108, 33, 34, 35, 16, 1531, 14, 78, 871, 0, 0, 0, 0]"
no look at the bill when we get it there is no charge for the bread,it is delicious especially with butter,"['no', 'look', 'at', 'the', 'bill', 'when', 'we', 'get', 'it', 'there', 'is', 'no', 'charge', 'for', 'the', 'bread']","['it', 'is', 'delicious', 'especially', 'with', 'butter']","[16, 113, 171, 78, 1422, 162, 190, 108, 33, 34, 35, 16, 1531, 14, 78, 871]","[33, 35, 1504, 86, 42, 1515]","[16, 113, 171, 78, 1422, 162, 190, 108, 33, 34, 35, 16, 1531, 14, 78, 871, 0, 0, 0, 0]","[33, 35, 1504, 86, 42, 1515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
it is delicious especially with butter,i think we should just leave after we fill up on the bread,"['it', 'is', 'delicious', 'especially', 'with', 'butter']","['i', 'think', 'we', 'should', 'just', 'leave', 'after', 'we', 'fill', 'up', 'on', 'the', 'bread']","[33, 35, 1504, 86, 42, 1515]","[6, 75, 190, 81, 188, 636, 149, 190, 1532, 227, 200, 78, 871]","[33, 35, 1504, 86, 42, 1515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 75, 190, 81, 188, 636, 149, 190, 1532, 227, 200, 78, 871, 0, 0, 0, 0, 0, 0, 0]"
i think we should just leave after we fill up on the bread,they probably would not like that,"['i', 'think', 'we', 'should', 'just', 'leave', 'after', 'we', 'fill', 'up', 'on', 'the', 'bread']","['they', 'probably', 'would', 'not', 'like', 'that']","[6, 75, 190, 81, 188, 636, 149, 190, 1532, 227, 200, 78, 871]","[348, 279, 82, 53, 32, 58]","[6, 75, 190, 81, 188, 636, 149, 190, 1532, 227, 200, 78, 871, 0, 0, 0, 0, 0, 0, 0]","[348, 279, 82, 53, 32, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
they probably would not like that,i am eating so much bread that i am getting full,"['they', 'probably', 'would', 'not', 'like', 'that']","['i', 'am', 'eating', 'so', 'much', 'bread', 'that', 'i', 'am', 'getting', 'full']","[348, 279, 82, 53, 32, 58]","[6, 7, 1533, 18, 163, 871, 58, 6, 7, 584, 942]","[348, 279, 82, 53, 32, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 7, 1533, 18, 163, 871, 58, 6, 7, 584, 942, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i am eating so much bread that i am getting full,then stop eating the bread,"['i', 'am', 'eating', 'so', 'much', 'bread', 'that', 'i', 'am', 'getting', 'full']","['then', 'stop', 'eating', 'the', 'bread']","[6, 7, 1533, 18, 163, 871, 58, 6, 7, 584, 942]","[186, 661, 1533, 78, 871]","[6, 7, 1533, 18, 163, 871, 58, 6, 7, 584, 942, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 661, 1533, 78, 871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
then stop eating the bread,okay just one more piece pass the butter please,"['then', 'stop', 'eating', 'the', 'bread']","['okay', 'just', 'one', 'more', 'piece', 'pas', 'the', 'butter', 'please']","[186, 661, 1533, 78, 871]","[36, 188, 124, 172, 1534, 480, 78, 1515, 220]","[186, 661, 1533, 78, 871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 188, 124, 172, 1534, 480, 78, 1515, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
okay just one more piece pass the butter please,if i owned a restaurant i would never serve hot bread before the main course,"['okay', 'just', 'one', 'more', 'piece', 'pas', 'the', 'butter', 'please']","['if', 'i', 'owned', 'a', 'restaurant', 'i', 'would', 'never', 'serve', 'hot', 'bread', 'before', 'the', 'main', 'course']","[36, 188, 124, 172, 1534, 480, 78, 1515, 220]","[92, 6, 1324, 37, 653, 6, 82, 45, 1535, 96, 871, 286, 78, 1536, 512]","[36, 188, 124, 172, 1534, 480, 78, 1515, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 6, 1324, 37, 653, 6, 82, 45, 1535, 96, 871, 286, 78, 1536, 512, 0, 0, 0, 0, 0]"
if i owned a restaurant i would never serve hot bread before the main course,that is terrible i would never go to your restaurant,"['if', 'i', 'owned', 'a', 'restaurant', 'i', 'would', 'never', 'serve', 'hot', 'bread', 'before', 'the', 'main', 'course']","['that', 'is', 'terrible', 'i', 'would', 'never', 'go', 'to', 'your', 'restaurant']","[92, 6, 1324, 37, 653, 6, 82, 45, 1535, 96, 871, 286, 78, 1536, 512]","[58, 35, 639, 6, 82, 45, 28, 29, 247, 653]","[92, 6, 1324, 37, 653, 6, 82, 45, 1535, 96, 871, 286, 78, 1536, 512, 0, 0, 0, 0, 0]","[58, 35, 639, 6, 82, 45, 28, 29, 247, 653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is this a clean restaurant,well the tables and chairs look okay,"['is', 'this', 'a', 'clean', 'restaurant']","['well', 'the', 'table', 'and', 'chair', 'look', 'okay']","[35, 175, 37, 166, 653]","[44, 78, 1537, 94, 1538, 113, 36]","[35, 175, 37, 166, 653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 78, 1537, 94, 1538, 113, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
well the tables and chairs look okay,okay let us sit down,"['well', 'the', 'table', 'and', 'chair', 'look', 'okay']","['okay', 'let', 'u', 'sit', 'down']","[44, 78, 1537, 94, 1538, 113, 36]","[36, 239, 240, 1419, 137]","[44, 78, 1537, 94, 1538, 113, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 239, 240, 1419, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
okay let us sit down,check out the silverware,"['okay', 'let', 'u', 'sit', 'down']","['check', 'out', 'the', 'silver', '##ware']","[36, 239, 240, 1419, 137]","[1164, 165, 78, 1539, 1540]","[36, 239, 240, 1419, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1164, 165, 78, 1539, 1540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
check out the silverware,it passes inspection,"['check', 'out', 'the', 'silver', '##ware']","['it', 'pass', 'inspection']","[1164, 165, 78, 1539, 1540]","[33, 1541, 1542]","[1164, 165, 78, 1539, 1540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 1541, 1542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
it passes inspection,here comes the waiter see if his hands and nails are clean,"['it', 'pass', 'inspection']","['here', 'come', 'the', 'waiter', 'see', 'if', 'his', 'hand', 'and', 'nail', 'are', 'clean']","[33, 1541, 1542]","[417, 127, 78, 1520, 153, 92, 805, 1269, 94, 1526, 3, 166]","[33, 1541, 1542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[417, 127, 78, 1520, 153, 92, 805, 1269, 94, 1526, 3, 166, 0, 0, 0, 0, 0, 0, 0, 0]"
here comes the waiter see if his hands and nails are clean,well the waiter looked clean so i guess it is okay to eat here,"['here', 'come', 'the', 'waiter', 'see', 'if', 'his', 'hand', 'and', 'nail', 'are', 'clean']","['well', 'the', 'waiter', 'looked', 'clean', 'so', 'i', 'guess', 'it', 'is', 'okay', 'to', 'eat', 'here']","[417, 127, 78, 1520, 153, 92, 805, 1269, 94, 1526, 3, 166]","[44, 78, 1520, 844, 166, 18, 6, 561, 33, 35, 36, 29, 588, 417]","[417, 127, 78, 1520, 153, 92, 805, 1269, 94, 1526, 3, 166, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 78, 1520, 844, 166, 18, 6, 561, 33, 35, 36, 29, 588, 417, 0, 0, 0, 0, 0, 0]"
well the waiter looked clean so i guess it is okay to eat here,you are forgetting about the bathroom,"['well', 'the', 'waiter', 'looked', 'clean', 'so', 'i', 'guess', 'it', 'is', 'okay', 'to', 'eat', 'here']","['you', 'are', 'forgetting', 'about', 'the', 'bathroom']","[44, 78, 1520, 844, 166, 18, 6, 561, 33, 35, 36, 29, 588, 417]","[4, 3, 1543, 9, 78, 718]","[44, 78, 1520, 844, 166, 18, 6, 561, 33, 35, 36, 29, 588, 417, 0, 0, 0, 0, 0, 0]","[4, 3, 1543, 9, 78, 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
you are forgetting about the bathroom,i am going to just hope that the bathroom is clean,"['you', 'are', 'forgetting', 'about', 'the', 'bathroom']","['i', 'am', 'going', 'to', 'just', 'hope', 'that', 'the', 'bathroom', 'is', 'clean']","[4, 3, 1543, 9, 78, 718]","[6, 7, 43, 29, 188, 133, 58, 78, 718, 35, 166]","[4, 3, 1543, 9, 78, 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 7, 43, 29, 188, 133, 58, 78, 718, 35, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i am going to just hope that the bathroom is clean,you are not going to examine it before we order dinner,"['i', 'am', 'going', 'to', 'just', 'hope', 'that', 'the', 'bathroom', 'is', 'clean']","['you', 'are', 'not', 'going', 'to', 'examine', 'it', 'before', 'we', 'order', 'dinner']","[6, 7, 43, 29, 188, 133, 58, 78, 718, 35, 166]","[4, 3, 53, 43, 29, 1544, 33, 286, 190, 1315, 563]","[6, 7, 43, 29, 188, 133, 58, 78, 718, 35, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 3, 53, 43, 29, 1544, 33, 286, 190, 1315, 563, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
you are not going to examine it before we order dinner,no i would rather not find out that it is dirty because i am pretty hungry right now,"['you', 'are', 'not', 'going', 'to', 'examine', 'it', 'before', 'we', 'order', 'dinner']","['no', 'i', 'would', 'rather', 'not', 'find', 'out', 'that', 'it', 'is', 'dirty', 'because', 'i', 'am', 'pretty', 'hungry', 'right', 'now']","[4, 3, 53, 43, 29, 1544, 33, 286, 190, 1315, 563]","[16, 6, 82, 110, 53, 738, 165, 58, 33, 35, 716, 151, 6, 7, 11, 763, 25, 26]","[4, 3, 53, 43, 29, 1544, 33, 286, 190, 1315, 563, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 6, 82, 110, 53, 738, 165, 58, 33, 35, 716, 151, 6, 7, 11, 763, 25, 26, 0, 0]"
no i would rather not find out that it is dirty because i am pretty hungry right now,me too let us forget about germs and focus on food,"['no', 'i', 'would', 'rather', 'not', 'find', 'out', 'that', 'it', 'is', 'dirty', 'because', 'i', 'am', 'pretty', 'hungry', 'right', 'now']","['me', 'too', 'let', 'u', 'forget', 'about', 'ge', '##rm', '##s', 'and', 'focus', 'on', 'food']","[16, 6, 82, 110, 53, 738, 165, 58, 33, 35, 716, 151, 6, 7, 11, 763, 25, 26]","[100, 101, 239, 240, 996, 9, 1827, 1828, 64, 94, 2178, 200, 712]","[16, 6, 82, 110, 53, 738, 165, 58, 33, 35, 716, 151, 6, 7, 11, 763, 25, 26, 0, 0]","[100, 101, 239, 240, 996, 9, 1827, 1828, 64, 94, 2178, 200, 712, 0, 0, 0, 0, 0, 0, 0]"
have you seen our waiter,here he comes now,"['have', 'you', 'seen', 'our', 'waiter']","['here', 'he', 'come', 'now']","[19, 4, 261, 191, 1520]","[417, 628, 127, 26]","[19, 4, 261, 191, 1520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[417, 628, 127, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
here he comes now,we have been sitting here for almost minutes,"['here', 'he', 'come', 'now']","['we', 'have', 'been', 'sitting', 'here', 'for', 'almost', 'minute']","[417, 628, 127, 26]","[190, 19, 20, 726, 417, 14, 622, 185]","[417, 628, 127, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 19, 20, 726, 417, 14, 622, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
we have been sitting here for almost minutes,oops i guess i was wrong that is not our waiter,"['we', 'have', 'been', 'sitting', 'here', 'for', 'almost', 'minute']","['o', '##ops', 'i', 'guess', 'i', 'wa', 'wrong', 'that', 'is', 'not', 'our', 'waiter']","[190, 19, 20, 726, 417, 14, 622, 185]","[1545, 1546, 6, 561, 6, 95, 299, 58, 35, 53, 191, 1520]","[190, 19, 20, 726, 417, 14, 622, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1545, 1546, 6, 561, 6, 95, 299, 58, 35, 53, 191, 1520, 0, 0, 0, 0, 0, 0, 0, 0]"
oops i guess i was wrong that is not our waiter,we can give him five more minutes and then leave,"['o', '##ops', 'i', 'guess', 'i', 'wa', 'wrong', 'that', 'is', 'not', 'our', 'waiter']","['we', 'can', 'give', 'him', 'five', 'more', 'minute', 'and', 'then', 'leave']","[1545, 1546, 6, 561, 6, 95, 299, 58, 35, 53, 191, 1520]","[190, 152, 497, 764, 266, 172, 185, 94, 186, 636]","[1545, 1546, 6, 561, 6, 95, 299, 58, 35, 53, 191, 1520, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 152, 497, 764, 266, 172, 185, 94, 186, 636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
we can give him five more minutes and then leave,i will go up front and talk to the manager,"['we', 'can', 'give', 'him', 'five', 'more', 'minute', 'and', 'then', 'leave']","['i', 'will', 'go', 'up', 'front', 'and', 'talk', 'to', 'the', 'manager']","[190, 152, 497, 764, 266, 172, 185, 94, 186, 636]","[6, 158, 28, 227, 989, 94, 570, 29, 78, 1547]","[190, 152, 497, 764, 266, 172, 185, 94, 186, 636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 158, 28, 227, 989, 94, 570, 29, 78, 1547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i will go up front and talk to the manager,that is a good idea,"['i', 'will', 'go', 'up', 'front', 'and', 'talk', 'to', 'the', 'manager']","['that', 'is', 'a', 'good', 'idea']","[6, 158, 28, 227, 989, 94, 570, 29, 78, 1547]","[58, 35, 37, 12, 340]","[6, 158, 28, 227, 989, 94, 570, 29, 78, 1547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 35, 37, 12, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that is a good idea,maybe they will give us free drinks for waiting so long,"['that', 'is', 'a', 'good', 'idea']","['maybe', 'they', 'will', 'give', 'u', 'free', 'drink', 'for', 'waiting', 'so', 'long']","[58, 35, 37, 12, 340]","[235, 348, 158, 497, 240, 462, 842, 14, 539, 18, 386]","[58, 35, 37, 12, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[235, 348, 158, 497, 240, 462, 842, 14, 539, 18, 386, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
